OID,Shape_Leng,Shape_Area,OID_1,Latitude,Longitude
-1,800.000000014901160,40000.000001490116000,1,37.797129296851516,-122.305001205817250
-1,799.999999955296520,39999.999995529652000,2,37.797164029444687,-122.302730645979450
-1,799.999999985098840,39999.999998509884000,3,37.797198718324452,-122.300460084019190
-1,799.999999985098840,39999.999998509884000,4,37.797233363490761,-122.298189519938870
-1,799.999999985098840,39999.999998509884000,5,37.797267964943543,-122.295918953741340
-1,799.999999970197680,39999.999997019768000,6,37.797508951129267,-122.280024931299540
-1,800.000000014901160,40000.000001490116000,7,37.797543202871672,-122.277754348260030
-1,799.999999955296520,39999.999995529652000,8,37.797577410900033,-122.275483763127300
-1,799.999999985098840,39999.999998509884000,9,37.797611575214262,-122.273213175904100
-1,799.999999992549420,39999.999999254942000,10,37.798896232539803,-122.307315617988480
-1,800.000000037252900,40000.000003725290000,11,37.798931009678519,-122.305045005206940
-1,800.000000007450580,40000.000000745058000,12,37.799069681088923,-122.295962532853490
-1,800.000000022351740,40000.000002235174000,13,37.799104239655094,-122.293691909471550
-1,799.999999992549420,39999.999999254942000,14,37.799138754506572,-122.291421283977540
-1,800.000000037252900,40000.000003725290000,15,37.799173225643301,-122.289150656374150
-1,800.000000007450580,40000.000000745058000,16,37.799242036772263,-122.284609394849940
-1,800.000000022351740,40000.000002235174000,17,37.799276376764382,-122.282338760934340
-1,799.999999992549420,39999.999999254942000,18,37.799310673041504,-122.280068124920040
-1,800.000000037252900,40000.000003725290000,19,37.799344925603577,-122.277797486809650
-1,799.999999977648260,39999.999997764826000,20,37.799379134450540,-122.275526846605970
-1,800.000000007450580,40000.000000745058000,21,37.799413299582341,-122.273256204311640
-1,800.000000007450580,40000.000000745058000,22,37.800628256830883,-122.311900803894260
-1,800.000000022351740,40000.000002235174000,23,37.800663122232500,-122.309630140300240
-1,799.999999992549420,39999.999999254942000,24,37.800697943918806,-122.307359474575290
-1,800.000000007450580,40000.000000745058000,25,37.800871396618525,-122.296006114080400
-1,800.000000022351740,40000.000002235174000,26,37.800905956011675,-122.293735435625990
-1,799.999999992549420,39999.999999254942000,27,37.800940471689096,-122.291464755059390
-1,800.000000037252900,40000.000003725290000,28,37.800974943650722,-122.289194072383250
-1,799.999999977648260,39999.999997764826000,29,37.801009371896484,-122.286923387600240
-1,800.000000007450580,40000.000000745058000,30,37.801043756426324,-122.284652700713080
-1,800.000000022351740,40000.000002235174000,31,37.801078097240200,-122.282382011724270
-1,799.999999992549420,39999.999999254942000,32,37.801112394338027,-122.280111320636620
-1,800.000000037252900,40000.000003725290000,33,37.801146647719754,-122.277840627452700
-1,799.999999977648260,39999.999997764826000,34,37.801180857385340,-122.275569932175330
-1,800.000000007450580,40000.000000745058000,35,37.801215023334699,-122.273299234807180
-1,799.999999977648260,39999.999997764826000,36,37.802325104919305,-122.318756915948460
-1,800.000000022351740,40000.000002235174000,37,37.802360102303943,-122.316486203689610
-1,799.999999962747100,39999.999996274710000,38,37.802395055972411,-122.314215489291750
-1,799.999999992549420,39999.999999254942000,39,37.802429965924645,-122.311944772757530
-1,800.000000007450580,40000.000000745058000,40,37.802464832160581,-122.309674054089460
-1,799.999999977648260,39999.999997764826000,41,37.802499654680155,-122.307403333290340
-1,799.999999962747100,39999.999996274710000,42,37.802569168569988,-122.302861885309540
-1,799.999999992549420,39999.999999254942000,43,37.802603859940106,-122.300591158133290
-1,799.999999992549420,39999.999999254942000,44,37.802638507593635,-122.298320428836600
-1,799.999999992549420,39999.999999254942000,45,37.802673111530495,-122.296049697422180
-1,800.000000007450580,40000.000000745058000,46,37.802707671750646,-122.293778963892680
-1,799.999999977648260,39999.999997764826000,47,37.802742188254001,-122.291508228250810
-1,800.000000022351740,40000.000002235174000,48,37.802776661040518,-122.289237490499220
-1,799.999999962747100,39999.999996274710000,49,37.802811090110133,-122.286966750640630
-1,799.999999992549420,39999.999999254942000,50,37.802845475462782,-122.284696008677760
-1,800.000000007450580,40000.000000745058000,51,37.802879817098415,-122.282425264613050
-1,799.999999977648260,39999.999997764826000,52,37.802914115016954,-122.280154518449360
-1,800.000000022351740,40000.000002235174000,53,37.802948369218349,-122.277883770189290
-1,799.999999962747100,39999.999996274710000,54,37.802982579702558,-122.275613019835590
-1,799.999999992549420,39999.999999254942000,55,37.803016746469496,-122.273342267390940
-1,800.000000007450580,40000.000000745058000,56,37.803050869519112,-122.271071512857840
-1,800.000000022351740,40000.000002235174000,57,37.804091768945149,-122.321071817367780
-1,799.999999992549420,39999.999999254942000,58,37.804126810884412,-122.318801052174660
-1,800.000000022351740,40000.000002235174000,59,37.804266541469239,-122.309717970009770
-1,799.999999977648260,39999.999997764826000,60,37.804370880375316,-122.302905635998770
-1,800.000000007450580,40000.000000745058000,61,37.804405572575575,-122.300634853745250
-1,800.000000007450580,40000.000000745058000,62,37.804440221058179,-122.298364069371060
-1,800.000000007450580,40000.000000745058000,63,37.804474825823092,-122.296093282879030
-1,800.000000022351740,40000.000002235174000,64,37.804509386870237,-122.293822494271720
-1,799.999999992549420,39999.999999254942000,65,37.804543904199541,-122.291551703551950
-1,800.000000037252900,40000.000003725290000,66,37.804578377810955,-122.289280910722240
-1,799.999999977648260,39999.999997764826000,67,37.804612807704423,-122.287010115785380
-1,800.000000007450580,40000.000000745058000,68,37.804647193879880,-122.284739318744120
-1,800.000000022351740,40000.000002235174000,69,37.804681536337277,-122.282468519600880
-1,799.999999992549420,39999.999999254942000,70,37.804715835076536,-122.280197718358490
-1,800.000000037252900,40000.000003725290000,71,37.804750090097613,-122.277926915019560
-1,799.999999977648260,39999.999997764826000,72,37.804784301400439,-122.275656109586820
-1,800.000000007450580,40000.000000745058000,73,37.804818468984962,-122.273385302063030
-1,800.000000022351740,40000.000002235174000,74,37.804852592851113,-122.271114492450590
-1,799.999999992549420,39999.999999254942000,75,37.804886672998833,-122.268843680752430
-1,800.000000022351740,40000.000002235174000,76,37.805717603790690,-122.332470079949490
-1,799.999999992549420,39999.999999254942000,77,37.805858386954618,-122.323386828941810
-1,800.000000007450580,40000.000000745058000,78,37.805893473450531,-122.321116010814650
-1,799.999999992549420,39999.999999254942000,79,37.806033382252124,-122.312032716885470
-1,800.000000007450580,40000.000000745058000,80,37.806068250156692,-122.309761888061290
-1,800.000000022351740,40000.000002235174000,81,37.806137854810416,-122.305220224021510
-1,799.999999962747100,39999.999996274710000,82,37.806172591559452,-122.302949388811290
-1,799.999999992549420,39999.999999254942000,83,37.806207284589853,-122.300678551477740
-1,799.999999992549420,39999.999999254942000,84,37.806241933901553,-122.298407712023430
-1,799.999999992549420,39999.999999254942000,85,37.806276539494512,-122.296136870451060
-1,800.000000007450580,40000.000000745058000,86,37.806311101368657,-122.293866026763280
-1,799.999999977648260,39999.999997764826000,87,37.806345619523910,-122.291595180962900
-1,800.000000022351740,40000.000002235174000,88,37.806380093960243,-122.289324333052450
-1,799.999999962747100,39999.999996274710000,89,37.806414524677578,-122.287053483034680
-1,799.999999992549420,39999.999999254942000,90,37.806448911675844,-122.284782630912350
-1,800.000000007450580,40000.000000745058000,91,37.806483254955005,-122.282511776687850
-1,799.999999977648260,39999.999997764826000,92,37.806517554514997,-122.280240920364090
-1,800.000000022351740,40000.000002235174000,93,37.806551810355749,-122.277970061943650
-1,799.999999962747100,39999.999996274710000,94,37.806586022477205,-122.275699201429280
-1,799.999999992549420,39999.999999254942000,95,37.806620190879315,-122.273428338823620
-1,800.000000007450580,40000.000000745058000,96,37.806654315562000,-122.271157474129230
-1,799.999999977648260,39999.999997764826000,97,37.806688396525225,-122.268886607348860
-1,800.000000037252900,40000.000003725290000,98,37.807519303464801,-122.332514550945850
-1,799.999999977648260,39999.999997764826000,99,37.807554565676433,-122.330243686343740
-1,800.000000007450580,40000.000000745058000,100,37.807589784169124,-122.327972819586140
-1,800.000000007450580,40000.000000745058000,101,37.807624958942803,-122.325701950675550
-1,800.000000007450580,40000.000000745058000,102,37.807660089997412,-122.323431079614680
-1,800.000000022351740,40000.000002235174000,103,37.807695177332889,-122.321160206406230
-1,799.999999992549420,39999.999999254942000,104,37.807730220949168,-122.318889331052960
-1,799.999999977648260,39999.999997764826000,105,37.807800177023907,-122.314347573922300
-1,800.000000007450580,40000.000000745058000,106,37.807835089482246,-122.312076692150430
-1,800.000000022351740,40000.000002235174000,107,37.807869958221154,-122.309805808244220
-1,799.999999992549420,39999.999999254942000,108,37.807904783240545,-122.307534922206510
-1,800.000000037252900,40000.000003725290000,109,37.807939564540391,-122.305264034039910
-1,799.999999977648260,39999.999997764826000,110,37.807974302120620,-122.302993143747120
-1,800.000000007450580,40000.000000745058000,111,37.808008995981162,-122.300722251330940
-1,800.000000007450580,40000.000000745058000,112,37.808043646121966,-122.298451356793780
-1,800.000000007450580,40000.000000745058000,113,37.808078252542970,-122.296180460138460
-1,800.000000022351740,40000.000002235174000,114,37.808112815244115,-122.293909561367570
-1,799.999999992549420,39999.999999254942000,115,37.808147334225346,-122.291638660483900
-1,800.000000037252900,40000.000003725290000,116,37.808181809486584,-122.289367757490010
-1,799.999999977648260,39999.999997764826000,117,37.808216241027779,-122.287096852388660
-1,800.000000007450580,40000.000000745058000,118,37.808250628848874,-122.284825945182590
-1,800.000000022351740,40000.000002235174000,119,37.808284972949814,-122.282555035874210
-1,799.999999992549420,39999.999999254942000,120,37.808319273330532,-122.280284124466410
-1,800.000000037252900,40000.000003725290000,121,37.808353529990974,-122.278013210961760
-1,799.999999977648260,39999.999997764826000,122,37.808387742931068,-122.275742295362970
-1,800.000000007450580,40000.000000745058000,123,37.808421912150763,-122.273471377672850
-1,800.000000022351740,40000.000002235174000,124,37.808456037649997,-122.271200457893780
-1,799.999999992549420,39999.999999254942000,125,37.808490119428718,-122.268929536028620
-1,800.000000037252900,40000.000003725290000,126,37.808524157486865,-122.266658612079980
-1,799.999999992549420,39999.999999254942000,127,37.809531925045270,-122.318933473705370
-1,800.000000037252900,40000.000003725290000,128,37.809566925779777,-122.316662541125540
-1,799.999999977648260,39999.999997764826000,129,37.809601882793913,-122.314391606406060
-1,800.000000007450580,40000.000000745058000,130,37.809636796087631,-122.312120669549630
-1,800.000000022351740,40000.000002235174000,131,37.809671665660872,-122.309849730558700
-1,800.000000037252900,40000.000003725290000,132,37.809741273645649,-122.305307846184480
-1,799.999999977648260,39999.999997764826000,133,37.809776012057057,-122.303036900806550
-1,800.000000007450580,40000.000000745058000,134,37.809810706747747,-122.300765953304960
-1,800.000000007450580,40000.000000745058000,135,37.809845357717656,-122.298495003682350
-1,800.000000007450580,40000.000000745058000,136,37.809879964966719,-122.296224051941370
-1,800.000000022351740,40000.000002235174000,137,37.809914528494879,-122.293953098084690
-1,799.999999992549420,39999.999999254942000,138,37.809949048302073,-122.291682142115050
-1,800.000000037252900,40000.000003725290000,139,37.809983524388237,-122.289411184035050
-1,799.999999977648260,39999.999997764826000,140,37.810017956753306,-122.287140223847460
-1,800.000000007450580,40000.000000745058000,141,37.810052345397231,-122.284869261554950
-1,800.000000022351740,40000.000002235174000,142,37.810086690319956,-122.282598297160020
-1,799.999999992549420,39999.999999254942000,143,37.810120991521416,-122.280327330665510
-1,800.000000037252900,40000.000003725290000,144,37.810155249001539,-122.278056362073980
-1,799.999999977648260,39999.999997764826000,145,37.810189462760277,-122.275785391388180
-1,800.000000007450580,40000.000000745058000,146,37.810223632797566,-122.273514418610870
-1,800.000000022351740,40000.000002235174000,147,37.810257759113355,-122.271243443744480
-1,799.999999992549420,39999.999999254942000,148,37.810291841707581,-122.268972466791840
-1,800.000000037252900,40000.000003725290000,149,37.810325880580187,-122.266701487755580
-1,799.999999955296520,39999.999995529652000,150,37.811403587937292,-122.314435641026830
-1,799.999999985098840,39999.999998509884000,151,37.811438502066387,-122.312164649083190
-1,799.999999955296520,39999.999995529652000,152,37.811577721366909,-122.303080659989600
-1,799.999999985098840,39999.999998509884000,153,37.811612416887755,-122.300809657400040
-1,799.999999985098840,39999.999998509884000,154,37.811647068686774,-122.298538652689250
-1,799.999999985098840,39999.999998509884000,155,37.811681676763889,-122.296267645859930
-1,800.000000000000000,40000.000000000000000,156,37.811716241119072,-122.293996636914770
-1,799.999999970197680,39999.999997019768000,157,37.811750761752236,-122.291725625856530
-1,800.000000014901160,40000.000001490116000,158,37.811785238663326,-122.289454612687760
-1,799.999999955296520,39999.999995529652000,159,37.811819671852284,-122.287183597411230
-1,799.999999985098840,39999.999998509884000,160,37.811854061319039,-122.284912580029650
-1,800.000000000000000,40000.000000000000000,161,37.811888407063556,-122.282641560545490
-1,799.999999970197680,39999.999997019768000,162,37.811922709085749,-122.280370538961560
-1,800.000000014901160,40000.000001490116000,163,37.811956967385569,-122.278099515280490
-1,799.999999955296520,39999.999995529652000,164,37.811991181962959,-122.275828489505000
-1,799.999999985098840,39999.999998509884000,165,37.812025352817855,-122.273557461637850
-1,800.000000000000000,40000.000000000000000,166,37.812059479950200,-122.271286431681450
-1,799.999999970197680,39999.999997019768000,167,37.812093563359937,-122.269015399638680
-1,800.000000014901160,40000.000001490116000,168,37.812127603047003,-122.266744365512110
-1,800.000000007450580,40000.000000745058000,169,37.813240207416804,-122.312208630751240
-1,800.000000022351740,40000.000002235174000,170,37.813275078658720,-122.309937581582860
-1,799.999999977648260,39999.999997764826000,171,37.813379430048428,-122.303124421296470
-1,800.000000007450580,40000.000000745058000,172,37.813414126399444,-122.300853363616260
-1,800.000000007450580,40000.000000745058000,173,37.813448779027567,-122.298582303814630
-1,800.000000007450580,40000.000000745058000,174,37.813483387932763,-122.296311241894340
-1,800.000000022351740,40000.000002235174000,175,37.813517953114960,-122.294040177858040
-1,799.999999992549420,39999.999999254942000,176,37.813552474574102,-122.291769111708480
-1,800.000000037252900,40000.000003725290000,177,37.813586952310125,-122.289498043448250
-1,799.999999977648260,39999.999997764826000,178,37.813621386322957,-122.287226973080140
-1,800.000000007450580,40000.000000745058000,179,37.813655776612563,-122.284955900606800
-1,800.000000022351740,40000.000002235174000,180,37.813690123178873,-122.282684826030730
-1,799.999999992549420,39999.999999254942000,181,37.813724426021807,-122.280413749354740
-1,800.000000037252900,40000.000003725290000,182,37.813758685141330,-122.278142670581430
-1,799.999999977648260,39999.999997764826000,183,37.813792900537379,-122.275871589713590
-1,800.000000007450580,40000.000000745058000,184,37.813827072209889,-122.273600506753890
-1,800.000000022351740,40000.000002235174000,185,37.813861200158797,-122.271329421704850
-1,799.999999992549420,39999.999999254942000,186,37.813895284384046,-122.269058334569250
-1,800.000000007450580,40000.000000745058000,187,37.815076784213360,-122.309981510292860
-1,799.999999977648260,39999.999997764826000,188,37.815111612565950,-122.307710403899650
-1,799.999999992549420,39999.999999254942000,189,37.815215835281030,-122.300897071953770
-1,799.999999992549420,39999.999999254942000,190,37.815250488738279,-122.298625957058630
-1,799.999999992549420,39999.999999254942000,191,37.815285098471556,-122.296354840044700
-1,800.000000007450580,40000.000000745058000,192,37.815319664480782,-122.294083720914600
-1,799.999999977648260,39999.999997764826000,193,37.815354186765902,-122.291812599671050
-1,800.000000022351740,40000.000002235174000,194,37.815388665326850,-122.289541476316730
-1,799.999999962747100,39999.999996274710000,195,37.815423100163585,-122.287270350854330
-1,799.999999992549420,39999.999999254942000,196,37.815457491276042,-122.284999223286550
-1,800.000000007450580,40000.000000745058000,197,37.815491838664144,-122.282728093615900
-1,799.999999977648260,39999.999997764826000,198,37.815526142327833,-122.280456961845160
-1,800.000000022351740,40000.000002235174000,199,37.815560402267060,-122.278185827977000
-1,799.999999962747100,39999.999996274710000,200,37.815594618481768,-122.275914692014110
-1,799.999999992549420,39999.999999254942000,201,37.815628790971893,-122.273643553959230
-1,800.000000007450580,40000.000000745058000,202,37.815662919737370,-122.271372413814820
-1,799.999999977648260,39999.999997764826000,203,37.815697004778144,-122.269101271583740
-1,799.999999992549420,39999.999999254942000,204,37.816913318321980,-122.307754279646250
-1,800.000000037252900,40000.000003725290000,205,37.816948103783091,-122.305483116027790
-1,800.000000007450580,40000.000000745058000,206,37.817086808378448,-122.296398440311210
-1,800.000000022351740,40000.000002235174000,207,37.817121375214711,-122.294127266084590
-1,799.999999992549420,39999.999999254942000,208,37.817155898325829,-122.291856089744460
-1,800.000000037252900,40000.000003725290000,209,37.817190377711725,-122.289584911293320
-1,799.999999977648260,39999.999997764826000,210,37.817224813372356,-122.287313730733940
-1,800.000000007450580,40000.000000745058000,211,37.817259205307650,-122.285042548069070
-1,800.000000022351740,40000.000002235174000,212,37.817293553517558,-122.282771363301140
-1,799.999999992549420,39999.999999254942000,213,37.817327858002024,-122.280500176433020
-1,800.000000037252900,40000.000003725290000,214,37.817362118760968,-122.278228987467320
-1,799.999999977648260,39999.999997764826000,215,37.817396335794335,-122.275957796406710
-1,800.000000007450580,40000.000000745058000,216,37.817430509102074,-122.273686603253950
-1,800.000000022351740,40000.000002235174000,217,37.817464638684129,-122.271415408011530
-1,799.999999992549420,39999.999999254942000,218,37.817498724540442,-122.269144210682260
-1,799.999999992549420,39999.999999254942000,219,37.818540436091112,-122.319154219106140
-1,800.000000037252900,40000.000003725290000,220,37.818749809737739,-122.305526938805660
-1,799.999999977648260,39999.999997764826000,221,37.818784552305225,-122.303255717961750
-1,800.000000022351740,40000.000002235174000,222,37.818923085315006,-122.294170813368210
-1,799.999999992549420,39999.999999254942000,223,37.818957609252124,-122.291899581928770
-1,800.000000037252900,40000.000003725290000,224,37.818992089462967,-122.289628348378140
-1,799.999999977648260,39999.999997764826000,225,37.819026525947507,-122.287357112719150
-1,800.000000007450580,40000.000000745058000,226,37.819060918705659,-122.285085874954500
-1,800.000000022351740,40000.000002235174000,227,37.819095267737382,-122.282814635086680
-1,799.999999992549420,39999.999999254942000,228,37.819129573042616,-122.280543393118480
-1,800.000000037252900,40000.000003725290000,229,37.819163834621271,-122.278272149052530
-1,799.999999977648260,39999.999997764826000,230,37.819198052473311,-122.276000902891510
-1,800.000000007450580,40000.000000745058000,231,37.819232226598679,-122.273729654638250
-1,800.000000022351740,40000.000002235174000,232,37.819266356997325,-122.271458404295150
-1,799.999999992549420,39999.999999254942000,233,37.819300443669171,-122.269187151865040
-1,799.999999970197680,39999.999997019768000,234,37.820342136400868,-122.319198374615150
-1,799.999999955296520,39999.999995529652000,235,37.820586258455556,-122.303299487765500
-1,799.999999985098840,39999.999998509884000,236,37.820620958127272,-122.301028209695830
-1,799.999999985098840,39999.999998509884000,237,37.820655614071939,-122.298756929504140
-1,799.999999985098840,39999.999998509884000,238,37.820690226289464,-122.296485647193180
-1,800.000000000000000,40000.000000000000000,239,37.820724794779821,-122.294214362765590
-1,799.999999970197680,39999.999997019768000,240,37.820759319542930,-122.291943076224140
-1,800.000000014901160,40000.000001490116000,241,37.820793800578734,-122.289671787571410
-1,799.999999955296520,39999.999995529652000,242,37.820828237887177,-122.287400496810120
-1,799.999999985098840,39999.999998509884000,243,37.820862631468195,-122.285129203943030
-1,800.000000000000000,40000.000000000000000,244,37.820896981321731,-122.282857908972570
-1,799.999999970197680,39999.999997019768000,245,37.820931287447735,-122.280586611901640
-1,800.000000014901160,40000.000001490116000,246,37.820965549846122,-122.278315312732760
-1,799.999999955296520,39999.999995529652000,247,37.820999768516842,-122.276044011468730
-1,799.999999985098840,39999.999998509884000,248,37.821033943459852,-122.273772708112250
-1,800.000000000000000,40000.000000000000000,249,37.821068074675075,-122.271501402665790
-1,799.999999970197680,39999.999997019768000,250,37.821102162162461,-122.269230095132160
-1,799.999999992549420,39999.999999254942000,251,37.822143836073330,-122.319242532267490
-1,800.000000037252900,40000.000003725290000,252,37.822178842670304,-122.316971214023130
-1,799.999999977648260,39999.999997764826000,253,37.822213805539590,-122.314699893637980
-1,800.000000007450580,40000.000000745058000,254,37.822248724681131,-122.312428571114810
-1,800.000000022351740,40000.000002235174000,255,37.822283600094870,-122.310157246456060
-1,799.999999992549420,39999.999999254942000,256,37.822318431780744,-122.307885919664540
-1,800.000000037252900,40000.000003725290000,257,37.822353219738687,-122.305614590742920
-1,799.999999977648260,39999.999997764826000,258,37.822387963968637,-122.303343259693880
-1,800.000000007450580,40000.000000745058000,259,37.822422664470544,-122.301071926520190
-1,800.000000007450580,40000.000000745058000,260,37.822457321244357,-122.298800591224260
-1,799.999999992549420,39999.999999254942000,261,37.822561029196521,-122.291986572630750
-1,800.000000037252900,40000.000003725290000,262,37.822595511057280,-122.289715228873230
-1,799.999999977648260,39999.999997764826000,263,37.822629949189640,-122.287443883006990
-1,800.000000007450580,40000.000000745058000,264,37.822664343593523,-122.285172535034760
-1,800.000000022351740,40000.000002235174000,265,37.822698694268880,-122.282901184959040
-1,799.999999992549420,39999.999999254942000,266,37.822733001215660,-122.280629832782710
-1,800.000000037252900,40000.000003725290000,267,37.822767264433779,-122.278358478508240
-1,799.999999977648260,39999.999997764826000,268,37.822801483923186,-122.276087122138480
-1,800.000000007450580,40000.000000745058000,269,37.822835659683832,-122.273815763676080
-1,800.000000022351740,40000.000002235174000,270,37.822869791715647,-122.271544403123580
-1,799.999999992549420,39999.999999254942000,271,37.822903880018579,-122.269273040483780
-1,800.000000007450580,40000.000000745058000,272,37.823910483943550,-122.321558063269630
-1,800.000000022351740,40000.000002235174000,273,37.823980542541214,-122.317015318713300
-1,799.999999962747100,39999.999996274710000,274,37.824015506246965,-122.314743943222380
-1,799.999999992549420,39999.999999254942000,275,37.824050426223941,-122.312472565593280
-1,800.000000022351740,40000.000002235174000,276,37.824154923781506,-122.305658419902630
-1,799.999999962747100,39999.999996274710000,277,37.824189668842706,-122.303387033747030
-1,799.999999977648260,39999.999997764826000,278,37.824362738211107,-122.292030071148800
-1,800.000000022351740,40000.000002235174000,279,37.824397220896834,-122.289758672283770
-1,799.999999962747100,39999.999996274710000,280,37.824431659853111,-122.287487271309900
-1,799.999999992549420,39999.999999254942000,281,37.824466055079874,-122.285215868229910
-1,800.000000007450580,40000.000000745058000,282,37.824500406577066,-122.282944463046230
-1,799.999999977648260,39999.999997764826000,283,37.824534714344615,-122.280673055761770
-1,800.000000022351740,40000.000002235174000,284,37.824568978382466,-122.278401646379070
-1,799.999999962747100,39999.999996274710000,285,37.824603198690568,-122.276130234900900
-1,799.999999992549420,39999.999999254942000,286,37.824637375268864,-122.273858821329970
-1,800.000000007450580,40000.000000745058000,287,37.824671508117277,-122.271587405668740
-1,799.999999977648260,39999.999997764826000,288,37.824705597235756,-122.269315987920090
-1,800.000000022351740,40000.000002235174000,289,37.824739642624245,-122.267044568086560
-1,799.999999977648260,39999.999997764826000,290,37.825817206313488,-122.314787994945040
-1,800.000000007450580,40000.000000745058000,291,37.825852127125884,-122.312516562207340
-1,799.999999992549420,39999.999999254942000,292,37.825921837560955,-122.307973690327060
-1,799.999999977648260,39999.999997764826000,293,37.825991373075929,-122.303430809925100
-1,800.000000007450580,40000.000000745058000,294,37.826026075238246,-122.301159366535290
-1,800.000000007450580,40000.000000745058000,295,37.826060733670353,-122.298887921022980
-1,799.999999992549420,39999.999999254942000,296,37.826164446584883,-122.292073571778420
-1,800.000000037252900,40000.000003725290000,297,37.826198930095593,-122.289802117803220
-1,799.999999977648260,39999.999997764826000,298,37.826233369875801,-122.287530661719000
-1,800.000000007450580,40000.000000745058000,299,37.826267765925444,-122.285259203528540
-1,800.000000022351740,40000.000002235174000,300,37.826302118244463,-122.282987743234290
-1,799.999999992549420,39999.999999254942000,301,37.826336426832803,-122.280716280839040
-1,800.000000037252900,40000.000003725290000,302,37.826370691690407,-122.278444816345410
-1,799.999999977648260,39999.999997764826000,303,37.826404912817196,-122.276173349756180
-1,800.000000007450580,40000.000000745058000,304,37.826439090213135,-122.273901881074000
-1,800.000000022351740,40000.000002235174000,305,37.826473223878160,-122.271630410301440
-1,799.999999992549420,39999.999999254942000,306,37.826507313812186,-122.269358937441230
-1,800.000000037252900,40000.000003725290000,307,37.826541360015199,-122.267087462496020
-1,799.999999992549420,39999.999999254942000,308,37.827897054450304,-122.296660086357450
-1,800.000000007450580,40000.000000745058000,309,37.827931626248905,-122.294388581495820
-1,799.999999977648260,39999.999997764826000,310,37.827966154316087,-122.292117074519670
-1,800.000000022351740,40000.000002235174000,311,37.828000638651773,-122.289845565431680
-1,799.999999962747100,39999.999996274710000,312,37.828035079255905,-122.287574054234510
-1,799.999999992549420,39999.999999254942000,313,37.828069476128434,-122.285302540930890
-1,800.000000007450580,40000.000000745058000,314,37.828103829269295,-122.283031025523310
-1,799.999999977648260,39999.999997764826000,315,37.828138138678440,-122.280759508014650
-1,800.000000022351740,40000.000002235174000,316,37.828172404355790,-122.278487988407420
-1,800.000000022351740,40000.000002235174000,317,37.829733332509711,-122.294432141464310
-1,799.999999992549420,39999.999999254942000,318,37.829767861402914,-122.292160579372820
-1,800.000000037252900,40000.000003725290000,319,37.829802346563582,-122.289889015169310
-1,799.999999977648260,39999.999997764826000,320,37.829836787991653,-122.287617448856470
-1,800.000000007450580,40000.000000745058000,321,37.829871185687082,-122.285345880437050
-1,800.000000022351740,40000.000002235174000,322,37.829905539649793,-122.283074309913520
-1,799.999999992549420,39999.999999254942000,323,37.829939849879736,-122.280802737288740
-1,800.000000037252900,40000.000003725290000,324,37.829974116376832,-122.278531162565260
-1,800.000000022351740,40000.000002235174000,325,37.831535038124386,-122.294475703547490
-1,799.999999977648260,39999.999997764826000,326,37.831638496081304,-122.287660845585140
-1,800.000000007450580,40000.000000745058000,327,37.831672894599627,-122.285389222047240
-1,800.000000022351740,40000.000002235174000,328,37.831707249384188,-122.283117596405060
-1,799.999999992549420,39999.999999254942000,329,37.831741560434935,-122.280845968661500
-1,800.000000037252900,40000.000003725290000,330,37.831775827751791,-122.278574338819040